2024-08-02T23:07:47.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:07:48.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:07:49.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:07:57.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:07:58.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:07:59.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:00.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:01.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:02.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:03.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:04.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:05.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:06.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:07.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:08.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:09.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:10.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:11.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:12.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:13.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:14.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:15.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:16.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:17.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:18.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:19.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:20.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:21.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:22.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:23.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:24.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:25.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:26.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:27.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:28.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:29.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:30.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
2024-08-02T23:08:31.000Z;20.635;29.719;0;2;null;null;2065-01-26T01:25:25.000Z;0
